 in_star,      iq
       1,     247
       2,     865
       3,     843
       4,     269
       5,     487
       6,     625
       7,     827
       8,     285
       9,     429
      10,     683
      11,     463
      12,     649
      13,     427
      14,     685
      15,     483
      16,     629
      17,     265
      18,     825
      19,     847
      20,     287
      21,     863
      22,     643
      23,     249
      24,     469
