 in_star,      iq
       1,      25
       2,     867
       3,      43
       4,     289
       5,     687
       6,     403
       7,     829
       8,     205
       9,     421
      10,     883
      11,     241
      12,     669
       1,      87
       2,     245
       3,      69
       4,     823
       5,     425
       6,     609
       7,     283
       8,     807
       9,     681
      10,     229
      11,     861
      12,     443
