 in_star,      iq
       1,      27
       2,     645
       3,      63
       4,     489
       5,     465
       6,     603
       7,     849
       8,     207
       9,     621
      10,     885
      11,     261
      12,     447
       1,      85
       2,     467
       3,      49
       4,     623
       5,     647
       6,     409
       7,     263
       8,     805
       9,     481
      10,     227
      11,     841
      12,     665
