   1,   1, 0.767624969075391447E-04, 0.000000000000000000E+00
   1,   2, 0.553852816328308200E-05, 0.571913844461929302E-05
   1,   3,-0.602177703316865496E-05, 0.000000000000000000E+00
   1,   4,-0.169856813203500159E-04,-0.184487446989489575E-04
   1,   5, 0.188850602672243043E-05, 0.399506721264435929E-05
   1,   6, 0.244210697688287577E-05,-0.124911318588643453E-04
   2,   1, 0.553852816328308200E-05,-0.571913844461929302E-05
   2,   2, 0.991740209427633345E-04, 0.000000000000000000E+00
   2,   3,-0.553852816328308200E-05, 0.571913844461929472E-05
   2,   4, 0.188851831406298087E-05, 0.399508886716665081E-05
   2,   5,-0.170423660043563667E-04,-0.203698397456113154E-04
   2,   6,-0.188851831406298320E-05,-0.399508886716665081E-05
   3,   1,-0.602177703316865496E-05, 0.000000000000000000E+00
   3,   2,-0.553852816328308200E-05,-0.571913844461929302E-05
   3,   3, 0.767624969075391582E-04, 0.000000000000000000E+00
   3,   4, 0.244210697688287577E-05,-0.124911318588643453E-04
   3,   5,-0.188850602672243043E-05,-0.399506721264435929E-05
   3,   6,-0.169856813203500193E-04,-0.184487446989489575E-04
   4,   1,-0.169856813203500193E-04, 0.184487446989489609E-04
   4,   2, 0.188851831406298468E-05,-0.399508886716665335E-05
   4,   3, 0.244210697688287577E-05, 0.124911318588643419E-04
   4,   4, 0.767625445211270489E-04, 0.000000000000000000E+00
   4,   5, 0.553853300542659435E-05,-0.571912264287053788E-05
   4,   6,-0.602174582800228455E-05, 0.000000000000000000E+00
   5,   1, 0.188850602672242916E-05,-0.399506721264435421E-05
   5,   2,-0.170423660043563667E-04, 0.203698397456113154E-04
   5,   3,-0.188850602672242916E-05, 0.399506721264435591E-05
   5,   4, 0.553853300542659435E-05, 0.571912264287053788E-05
   5,   5, 0.991740032847618358E-04, 0.000000000000000000E+00
   5,   6,-0.553853300542659435E-05,-0.571912264287053704E-05
   6,   1, 0.244210697688287831E-05, 0.124911318588643419E-04
   6,   2,-0.188851831406298320E-05, 0.399508886716665335E-05
   6,   3,-0.169856813203500193E-04, 0.184487446989489609E-04
   6,   4,-0.602174582800228455E-05, 0.000000000000000000E+00
   6,   5,-0.553853300542658334E-05, 0.571912264287053788E-05
   6,   6, 0.767625445211270624E-04, 0.000000000000000000E+00
