 iks ibn en[eV] re[meV] im[meV]
   1   1   -0.2373523717E+02   -0.1206301305E+03    0.1334044760E+01
   1   2   -0.2248845028E+01   -0.1013048147E+04    0.1668201758E+03
   1   3   -0.2248845028E+01   -0.1013049245E+04    0.1668200026E+03
   1   4   -0.2248845028E+01   -0.1013050530E+04    0.1668197462E+03
   1   5    0.3356333983E+01   -0.1339875867E+04    0.1816924990E+03
   1   6    0.3356333985E+01   -0.1339881521E+04    0.1816945013E+03
   1   7    0.3356333985E+01   -0.1339881751E+04    0.1816942592E+03
   1   8    0.1152636622E+02    0.2157588583E+03    0.1752942159E+03
   2   1   -0.2199498515E+02   -0.1763374367E+03    0.1533234563E+03
   2   2   -0.8815642453E+01   -0.4858900116E+03    0.2628550212E+03
   2   3   -0.4007760547E+01   -0.9294814243E+03    0.5669636927E+03
   2   4   -0.4007760547E+01   -0.9294811259E+03    0.5669620345E+03
   2   5    0.5565368992E+01   -0.1539835592E+04    0.9166914935E+03
   2   6    0.5565368992E+01   -0.1539837433E+04    0.9166932119E+03
   2   7    0.6098582620E+01   -0.7367388035E+03    0.3964601565E+03
   2   8    0.1253228749E+02   -0.6418768546E+03    0.2579738698E+03
   3   1   -0.1778664553E+02   -0.3699052322E+03    0.1604195899E+03
   3   2   -0.1572238774E+02   -0.4254313979E+03    0.4213528512E+02
   3   3   -0.5068050597E+01   -0.8518740865E+03    0.2717566688E+03
   3   4   -0.5068050596E+01   -0.8518754850E+03    0.2717554991E+03
   3   5    0.6229167905E+01   -0.7251703195E+03    0.6056032136E+03
   3   6    0.6229167905E+01   -0.7251720133E+03    0.6056029086E+03
   3   7    0.6972832366E+01   -0.3293546419E+03    0.3710859485E+02
   3   8    0.1333722425E+02   -0.8662831084E+03    0.1276852255E+03
   4   1   -0.2141862246E+02   -0.1465825124E+03    0.1192302776E+03
   4   2   -0.6633862764E+01   -0.7030587125E+03    0.2407723848E+03
   4   3   -0.6410955870E+01   -0.8025098219E+03    0.2610814854E+03
   4   4   -0.6410955869E+01   -0.8025091986E+03    0.2610813401E+03
   4   5    0.2248845028E+01   -0.7932079151E+03    0.2457508222E+03
   4   6    0.8080027094E+01   -0.2861138754E+03    0.2149089342E+03
   4   7    0.9379730411E+01   -0.1061388930E+04    0.7791181209E+03
   4   8    0.9379730413E+01   -0.1061389544E+04    0.7791186550E+03
   5   1   -0.1761050146E+02   -0.1999934568E+03    0.4897895634E+03
   5   2   -0.1300181787E+02   -0.4490936734E+03    0.3483719690E+03
   5   3   -0.8988490687E+01   -0.7407404046E+03    0.4164872512E+03
   5   4   -0.7170460576E+01   -0.9185083773E+03    0.3768394034E+03
   5   5    0.3872663641E+01   -0.5391392793E+03    0.7702039087E+03
   5   6    0.9218914747E+01   -0.1029834922E+04    0.9566527398E+03
   5   7    0.1060605795E+02   -0.1116751698E+04    0.1263924711E+04
   5   8    0.1122479436E+02   -0.7707215895E+03    0.1156293020E+04
   6   1   -0.1919744795E+02   -0.2319094607E+03    0.2432257879E+03
   6   2   -0.1086358007E+02   -0.6310933143E+03    0.2577478775E+03
   6   3   -0.9912306943E+01   -0.6669450738E+03    0.1639118585E+03
   6   4   -0.5284490817E+01   -0.1012416545E+04    0.3453584376E+03
   6   5    0.5742964820E+01   -0.5271324832E+03    0.6545428410E+03
   6   6    0.7798039647E+01   -0.1493715143E+04    0.6875610208E+03
   6   7    0.1018613250E+02   -0.1447387595E+04    0.9062800188E+03
   6   8    0.1182417161E+02   -0.4915329743E+03    0.4408410296E+03
   7   1   -0.1490773404E+02   -0.3497328297E+03    0.1031991582E+03
   7   2   -0.1490773404E+02   -0.3497327471E+03    0.1031991976E+03
   7   3   -0.8607652197E+01   -0.7143477871E+03    0.8236857397E+02
   7   4   -0.8607652197E+01   -0.7143474903E+03    0.8236856356E+02
   7   5    0.2558320250E+01   -0.2991606157E+03    0.1359699170E+03
   7   6    0.2558320252E+01   -0.2991606842E+03    0.1359696902E+03
   7   7    0.1460872071E+02   -0.1778967907E+04    0.2052046389E+03
   7   8    0.1460872071E+02   -0.1778968031E+04    0.2052031968E+03
   8   1   -0.1404875147E+02   -0.3484216705E+03    0.2303242618E+03
   8   2   -0.1404875147E+02   -0.3484216186E+03    0.2303243098E+03
   8   3   -0.1070035321E+02   -0.6251960411E+03    0.1714035299E+03
   8   4   -0.1070035321E+02   -0.6251954372E+03    0.1714034168E+03
   8   5    0.8307841211E+01   -0.8156462032E+03    0.4506789332E+03
   8   6    0.8307841215E+01   -0.8156498654E+03    0.4506798869E+03
   8   7    0.1026305405E+02   -0.9512342037E+03    0.1031867930E+04
   8   8    0.1026305405E+02   -0.9512345121E+03    0.1031869285E+04
