   1,   1, 0.767624969075391447E-04, 0.000000000000000000E+00
   1,   2,-0.602177703316865496E-05, 0.000000000000000000E+00
   1,   3,-0.553852816328308200E-05,-0.571913844461929472E-05
   1,   4, 0.184487446989489880E-04,-0.169856813203499888E-04
   1,   5, 0.124911318588643453E-04, 0.244210697688289609E-05
   1,   6, 0.399506721264436184E-05,-0.188850602672242408E-05
   2,   1,-0.602177703316865496E-05, 0.000000000000000000E+00
   2,   2, 0.767624969075391447E-04, 0.000000000000000000E+00
   2,   3, 0.553852816328308200E-05, 0.571913844461929302E-05
   2,   4, 0.124911318588643453E-04, 0.244210697688289355E-05
   2,   5, 0.184487446989489880E-04,-0.169856813203499922E-04
   2,   6,-0.399506721264436184E-05, 0.188850602672242408E-05
   3,   1,-0.553852816328308200E-05, 0.571913844461929302E-05
   3,   2, 0.553852816328308200E-05,-0.571913844461929302E-05
   3,   3, 0.991740209427633345E-04, 0.000000000000000000E+00
   3,   4, 0.399508886716665335E-05,-0.188851831406297706E-05
   3,   5,-0.399508886716665420E-05, 0.188851831406297706E-05
   3,   6, 0.203698397456113425E-04,-0.170423660043563294E-04
   4,   1, 0.184487446989489880E-04, 0.169856813203499956E-04
   4,   2, 0.124911318588643386E-04,-0.244210697688289482E-05
   4,   3, 0.399508886716665504E-05, 0.188851831406297939E-05
   4,   4, 0.767625445211270624E-04, 0.000000000000000000E+00
   4,   5,-0.602174582800226930E-05, 0.000000000000000000E+00
   4,   6,-0.553853300542657402E-05, 0.571912264287053704E-05
   5,   1, 0.124911318588643386E-04,-0.244210697688289609E-05
   5,   2, 0.184487446989489880E-04, 0.169856813203499956E-04
   5,   3,-0.399508886716665504E-05,-0.188851831406297811E-05
   5,   4,-0.602174582800226422E-05, 0.000000000000000000E+00
   5,   5, 0.767625445211270624E-04, 0.000000000000000000E+00
   5,   6, 0.553853300542658334E-05,-0.571912264287053788E-05
   6,   1, 0.399506721264435760E-05, 0.188850602672242153E-05
   6,   2,-0.399506721264435845E-05,-0.188850602672242408E-05
   6,   3, 0.203698397456113357E-04, 0.170423660043563294E-04
   6,   4,-0.553853300542659435E-05,-0.571912264287053788E-05
   6,   5, 0.553853300542659435E-05, 0.571912264287053788E-05
   6,   6, 0.991740032847618765E-04, 0.000000000000000000E+00
