   1,   1, 0.770319793955293595E-04, 0.000000000000000000E+00
   1,   2,-0.630124901807625123E-05, 0.000000000000000000E+00
   1,   3,-0.630124901807626648E-05, 0.000000000000000000E+00
   1,   4,-0.164090795675844428E-04, 0.546809288455408311E-04
   1,   5, 0.305057678633529326E-05, 0.300752515280996782E-05
   1,   6, 0.305057678633529411E-05, 0.300752515280996782E-05
   2,   1,-0.630124901807625632E-05, 0.000000000000000000E+00
   2,   2, 0.770319793955293730E-04, 0.000000000000000000E+00
   2,   3, 0.630124901807626648E-05, 0.000000000000000000E+00
   2,   4, 0.305057678633529326E-05, 0.300752515280996782E-05
   2,   5,-0.164090795675844428E-04, 0.546809288455408311E-04
   2,   6,-0.305057678633529156E-05,-0.300752515280996782E-05
   3,   1,-0.630124901807626648E-05, 0.000000000000000000E+00
   3,   2, 0.630124901807625632E-05, 0.000000000000000000E+00
   3,   3, 0.770319793955293595E-04, 0.000000000000000000E+00
   3,   4, 0.305057678633529411E-05, 0.300752515280997290E-05
   3,   5,-0.305057678633529411E-05,-0.300752515280996782E-05
   3,   6,-0.164090795675844394E-04, 0.546809288455408311E-04
   4,   1,-0.164090795675844428E-04,-0.546809288455408514E-04
   4,   2, 0.305057678633529029E-05,-0.300752515280998307E-05
   4,   3, 0.305057678633528648E-05,-0.300752515280997544E-05
   4,   4, 0.770321275544090148E-04, 0.880336032451007723E-23
   4,   5,-0.630124997629506894E-05,-0.880336032451007723E-23
   4,   6,-0.630124997629506894E-05,-0.880336032451007723E-23
   5,   1, 0.305057678633529156E-05,-0.300752515280997290E-05
   5,   2,-0.164090795675844496E-04,-0.546809288455408582E-04
   5,   3,-0.305057678633528945E-05, 0.300752515280998307E-05
   5,   4,-0.630124997629506894E-05,-0.880336032451007723E-23
   5,   5, 0.770321275544090148E-04, 0.880336032451007723E-23
   5,   6, 0.630124997629506894E-05, 0.880336032451007723E-23
   6,   1, 0.305057678633528945E-05,-0.300752515280997290E-05
   6,   2,-0.305057678633529156E-05, 0.300752515280997290E-05
   6,   3,-0.164090795675844394E-04,-0.546809288455408514E-04
   6,   4,-0.630124997629506894E-05,-0.880336032451007723E-23
   6,   5, 0.630124997629506894E-05, 0.880336032451007723E-23
   6,   6, 0.770321275544090419E-04, 0.880336032451007723E-23
