   1,   1, 0.914483142727556423E-04, 0.000000000000000000E+00
   1,   2,-0.101414710938356112E-19,-0.682033488115023353E-05
   1,   3, 0.000000000000000000E+00, 0.682033488115023353E-05
   1,   4,-0.206221753884193641E-04, 0.000000000000000000E+00
   1,   5, 0.000000000000000000E+00,-0.399719225968486892E-05
   1,   6, 0.000000000000000000E+00, 0.399719225968486892E-05
   2,   1,-0.101414710938356112E-19, 0.682033488115023353E-05
   2,   2, 0.738264032926375335E-04, 0.000000000000000000E+00
   2,   3,-0.833279017482634015E-05, 0.000000000000000000E+00
   2,   4, 0.000000000000000000E+00,-0.399719307952609345E-05
   2,   5,-0.197935712278163013E-04, 0.000000000000000000E+00
   2,   6,-0.101482938515324285E-04, 0.000000000000000000E+00
   3,   1, 0.000000000000000000E+00,-0.682033488115023353E-05
   3,   2,-0.833279017482634015E-05, 0.000000000000000000E+00
   3,   3, 0.738264032926375335E-04, 0.000000000000000000E+00
   3,   4, 0.000000000000000000E+00, 0.399719307952609345E-05
   3,   5,-0.101482938515324302E-04, 0.000000000000000000E+00
   3,   6,-0.197935712278163047E-04, 0.000000000000000000E+00
   4,   1,-0.206221753884193641E-04, 0.000000000000000000E+00
   4,   2, 0.000000000000000000E+00, 0.399719307952609515E-05
   4,   3, 0.000000000000000000E+00,-0.399719307952609515E-05
   4,   4, 0.914483111815907179E-04, 0.000000000000000000E+00
   4,   5,-0.507073554691780561E-20, 0.682033777396944050E-05
   4,   6, 0.507073554691780561E-20,-0.682033777396944050E-05
   5,   1, 0.000000000000000000E+00, 0.399719225968486808E-05
   5,   2,-0.197935712278163013E-04, 0.000000000000000000E+00
   5,   3,-0.101482938515324285E-04, 0.000000000000000000E+00
   5,   4,-0.507073554691780561E-20,-0.682033777396944050E-05
   5,   5, 0.738263980932052588E-04, 0.000000000000000000E+00
   5,   6,-0.833278165786841198E-05, 0.000000000000000000E+00
   6,   1, 0.000000000000000000E+00,-0.399719225968486808E-05
   6,   2,-0.101482938515324302E-04, 0.000000000000000000E+00
   6,   3,-0.197935712278163047E-04, 0.000000000000000000E+00
   6,   4, 0.507073554691780561E-20, 0.682033777396944050E-05
   6,   5,-0.833278165786841198E-05, 0.000000000000000000E+00
   6,   6, 0.738263980932052588E-04, 0.000000000000000000E+00
