 iks ibn en[eV] imselfen[meV]
   1   1   -0.2354555528E+02    0.2005961411E+01
   1   2   -0.2104639277E+01    0.2995793044E+02
   1   3   -0.2104639277E+01    0.2995791683E+02
   1   4   -0.2104639277E+01    0.2995792767E+02
   1   5    0.3500201531E+01    0.2354390868E+03
   1   6    0.3500201531E+01    0.2354389838E+03
   1   7    0.3500201531E+01    0.2354390608E+03
   1   8    0.1123063328E+02    0.3195622400E+02
   2   1   -0.2244499971E+02    0.5265581080E+02
   2   2   -0.6969620269E+01    0.3089635267E+03
   2   3   -0.3420120106E+01    0.1075711097E+03
   2   4   -0.3420120106E+01    0.1075711354E+03
   2   5    0.5213902228E+01    0.4624239765E+03
   2   6    0.5213902228E+01    0.4624238793E+03
   2   7    0.5655948756E+01    0.1364624440E+03
   2   8    0.1212170625E+02    0.9900578379E+02
   3   1   -0.1928462748E+02    0.4836455289E+02
   3   2   -0.1349309926E+02    0.2865786577E+02
   3   3   -0.4725129613E+01    0.1019101938E+03
   3   4   -0.4725129613E+01    0.1019101802E+03
   3   5    0.6335212031E+01    0.2925768163E+03
   3   6    0.6335212031E+01    0.2925768511E+03
   3   7    0.6678007567E+01    0.3604170703E+03
   3   8    0.1344902036E+02    0.2184451945E+03
   4   1   -0.2207934032E+02    0.3527047145E+02
   4   2   -0.5319740966E+01    0.1519331761E+03
   4   3   -0.5319740966E+01    0.1519332261E+03
   4   4   -0.5178552591E+01    0.9148332107E+02
   4   5    0.2643799365E+01    0.6085221142E+02
   4   6    0.7944969786E+01    0.6035875126E+03
   4   7    0.7944969786E+01    0.6035872428E+03
   4   8    0.9760325790E+01    0.1104942537E+04
   5   1   -0.1958759032E+02    0.1376142141E+03
   5   2   -0.1087858041E+02    0.1286770565E+03
   5   3   -0.6793728308E+01    0.1830745200E+03
   5   4   -0.6496307845E+01    0.1150255520E+03
   5   5    0.4022406427E+01    0.2010467545E+03
   5   6    0.9158616866E+01    0.2453167386E+03
   5   7    0.9686273032E+01    0.7443658217E+03
   5   8    0.9772295524E+01    0.1293063025E+04
   6   1   -0.1718135799E+02    0.1152531490E+03
   6   2   -0.1426395021E+02    0.1609617174E+03
   6   3   -0.8460342557E+01    0.1758881586E+03
   6   4   -0.5936759119E+01    0.1168287314E+03
   6   5    0.5175786891E+01    0.2771327064E+03
   6   6    0.8755638162E+01    0.3274686651E+03
   6   7    0.9933668219E+01    0.1141093665E+04
   6   8    0.1311963049E+02    0.8121804524E+03
   7   1   -0.2064573938E+02    0.6180411410E+02
   7   2   -0.9065809752E+01    0.6963037995E+02
   7   3   -0.8093168581E+01    0.1387496722E+03
   7   4   -0.4084043232E+01    0.8668129466E+02
   7   5    0.6392145026E+01    0.4440630492E+03
   7   6    0.6496376195E+01    0.7523420708E+03
   7   7    0.8400939587E+01    0.1781970556E+03
   7   8    0.1156288427E+02    0.8500709292E+02
   8   1   -0.1782996126E+02    0.3600345283E+02
   8   2   -0.1151719330E+02    0.3723473125E+02
   8   3   -0.8036819112E+01    0.9334943549E+02
   8   4   -0.8036819112E+01    0.9334932124E+02
   8   5    0.2104639277E+01    0.3324233541E+02
   8   6    0.4152912353E+01    0.4415955668E+03
   8   7    0.1355709864E+02    0.3166952737E+03
   8   8    0.1355709864E+02    0.3166949147E+03
   9   1   -0.1479349816E+02    0.6943327441E+02
   9   2   -0.1418305757E+02    0.9380651474E+02
   9   3   -0.1086220261E+02    0.9444553730E+02
   9   4   -0.7788174827E+01    0.4882439519E+02
   9   5    0.3290093007E+01    0.7277729055E+02
   9   6    0.6923663224E+01    0.4844910379E+03
   9   7    0.1303275763E+02    0.5665604435E+03
   9   8    0.1387333346E+02    0.1941189159E+03
  10   1   -0.1662349137E+02    0.1063852680E+03
  10   2   -0.1224782013E+02    0.1040324953E+03
  10   3   -0.1040742977E+02    0.6450408202E+02
  10   4   -0.8472100729E+01    0.1845190229E+03
  10   5    0.6873573385E+01    0.4210756314E+03
  10   6    0.7787497619E+01    0.1941239993E+03
  10   7    0.9658583485E+01    0.5775955186E+03
  10   8    0.1297175255E+02    0.3306517752E+03
