 in_star,      iq
       1,      35
       2,     967
       3,      44
       4,     178
       5,     697
       6,     404
       7,     718
       8,     305
       9,     431
      10,     772
      11,     341
      12,     670
       1,      77
       2,     145
       3,      68
       4,     934
       5,     415
       6,     608
       7,     394
       8,     707
       9,     671
      10,     340
      11,     761
      12,     442
