 in_star,      iq
       1,     124
       2,     988
       3,     922
       4,     190
       5,     799
       6,     313
       7,     919
       8,     193
       9,     220
      10,     892
      11,     232
      12,     880
      13,     214
      14,     898
      15,     292
      16,     820
      17,     133
      18,     913
      19,     979
      20,     199
      21,     982
      22,     322
      23,     130
      24,     790
