 in_star,      iq
       1,      13
       2,     989
       3,      22
       4,     200
       5,     899
       6,     202
       7,     920
       8,     103
       9,     211
      10,     992
      11,     121
      12,     890
       1,      99
       2,     123
       3,      90
       4,     912
       5,     213
       6,     810
       7,     192
       8,     909
       9,     891
      10,     120
      11,     981
      12,     222
