 in_star,      iq
       1,      28
       2,     534
       3,      73
       4,     589
       5,     354
       6,     703
       7,     859
       8,     208
       9,     721
      10,     886
      11,     271
      12,     336
       1,      84
       2,     578
       3,      39
       4,     523
       5,     758
       6,     309
       7,     253
       8,     804
       9,     381
      10,     226
      11,     831
      12,     776
