 in_star,      iq
       1,     146
       2,     966
       3,     944
       4,     168
       5,     597
       6,     515
       7,     717
       8,     395
       9,     440
      10,     672
      11,     452
      12,     660
      13,     416
      14,     696
      15,     494
      16,     618
      17,     155
      18,     935
      19,     957
      20,     177
      21,     762
      22,     542
      23,     350
      24,     570
