 in_star,      iq
       1,     127
       2,     655
       3,     952
       4,     490
       5,     466
       6,     613
       7,     949
       8,     196
       9,     520
      10,     895
      11,     262
      12,     547
      13,     217
      14,     565
      15,     592
      16,     850
      17,     163
      18,     916
      19,     646
      20,     499
      21,     985
      22,     622
      23,     160
      24,     457
