 in_star,      iq
       1,     139
       2,     533
       3,     973
       4,     579
       5,     254
       6,     814
       7,     858
       8,     298
       9,     730
      10,     786
      11,     382
      12,     326
      13,     319
      14,     353
      15,     793
      16,     759
      17,     184
      18,     928
      19,     524
      20,     588
      21,     876
      22,     832
      23,     280
      24,     236
