 iks ibn en[eV] imselfen[meV]
   1   1   -0.2378793711E+02    0.1800112276E+01
   1   2   -0.2241293269E+01    0.5193246214E+02
   1   3   -0.2241293269E+01    0.5193246114E+02
   1   4   -0.2241293269E+01    0.5193246525E+02
   1   5    0.3378011663E+01    0.8534941308E+02
   1   6    0.3378011663E+01    0.8534938661E+02
   1   7    0.3378011663E+01    0.8534939797E+02
   1   8    0.1126295117E+02    0.1203413017E+04
   2   1   -0.2206588551E+02    0.9530278057E+02
   2   2   -0.8854376048E+01    0.1471582024E+03
   2   3   -0.3994272011E+01    0.1913849487E+03
   2   4   -0.3994272011E+01    0.1913849594E+03
   2   5    0.5590023941E+01    0.4005367079E+03
   2   6    0.5590023941E+01    0.4005366795E+03
   2   7    0.5990031829E+01    0.3955899908E+03
   2   8    0.1251224403E+02    0.1463004699E+03
   3   1   -0.1797204484E+02    0.2418116360E+03
   3   2   -0.1567953925E+02    0.2128338731E+02
   3   3   -0.5056889241E+01    0.1150067098E+03
   3   4   -0.5056889241E+01    0.1150067092E+03
   3   5    0.6266841473E+01    0.3436776734E+03
   3   6    0.6266841473E+01    0.3436776502E+03
   3   7    0.6736421071E+01    0.5628161831E+02
   3   8    0.1352621120E+02    0.5232053920E+02
   4   1   -0.2149441406E+02    0.6467468009E+02
   4   2   -0.6751011937E+01    0.1346513029E+03
   4   3   -0.6387358594E+01    0.9555779630E+02
   4   4   -0.6387358594E+01    0.9555777051E+02
   4   5    0.2241293269E+01    0.9343903096E+02
   4   6    0.8089587252E+01    0.2896128324E+03
   4   7    0.9412758799E+01    0.1241227061E+04
   4   8    0.9412758799E+01    0.1241227006E+04
   5   1   -0.1773698206E+02    0.2300574624E+03
   5   2   -0.1306379115E+02    0.1525861003E+03
   5   3   -0.9008527904E+01    0.3072381912E+03
   5   4   -0.7149077892E+01    0.1798942781E+03
   5   5    0.3889468788E+01    0.3136212800E+03
   5   6    0.9268962130E+01    0.4698328397E+03
   5   7    0.1063687396E+02    0.6171851587E+03
   5   8    0.1118475922E+02    0.5736949189E+03
   6   1   -0.1930043210E+02    0.1144350414E+03
   6   2   -0.1096212465E+02    0.1286855202E+03
   6   3   -0.9889229594E+01    0.7436269753E+02
   6   4   -0.5270183697E+01    0.2582322728E+03
   6   5    0.5748900409E+01    0.9377204743E+03
   6   6    0.7818409692E+01    0.2688757088E+03
   6   7    0.1020140526E+02    0.5510257495E+03
   6   8    0.1178443326E+02    0.2319020493E+03
   7   1   -0.1503591664E+02    0.4849985267E+02
   7   2   -0.1503591664E+02    0.4849985860E+02
   7   3   -0.8578427901E+01    0.4141169889E+02
   7   4   -0.8578427901E+01    0.4141170574E+02
   7   5    0.2570118589E+01    0.9574744620E+02
   7   6    0.2570118589E+01    0.9574731483E+02
   7   7    0.1465898361E+02    0.8326231505E+02
   7   8    0.1465898361E+02    0.8326217867E+02
   8   1   -0.1423273305E+02    0.1026018631E+03
   8   2   -0.1423273305E+02    0.1026017449E+03
   8   3   -0.1061890687E+02    0.7240671632E+02
   8   4   -0.1061890687E+02    0.7240674983E+02
   8   5    0.8436777832E+01    0.2278939831E+03
   8   6    0.8436777832E+01    0.2278941221E+03
   8   7    0.1017720963E+02    0.5245218693E+03
   8   8    0.1017720963E+02    0.5245216446E+03
