#            band          E0[eV]         EHF[eV]         Eqp[eV]      Eqp-E0[eV]      Sc_Eqp[eV]       Width[eV]      LinEqp[eV]
     0.1000000000E+01   -0.6604120622E+01   -0.1675263062E+02   -0.8307245987E+01   -0.1703125364E+01    0.8373708358E+01    0.1155899438E+01   -0.7541298626E+01
     0.2000000000E+01    0.6359696303E+01    0.1368005579E+01    0.4680370847E+01   -0.1679325456E+01    0.3312837236E+01    0.4724368778E-01    0.4673878593E+01
     0.3000000000E+01    0.1108585241E+02    0.7944523517E+01    0.9738598144E+01   -0.1347254267E+01    0.1792685242E+01    0.4390778637E-02    0.9730812859E+01
     0.4000000000E+01    0.1108585241E+02    0.7944522946E+01    0.9738596616E+01   -0.1347255795E+01    0.1792684285E+01    0.4390783944E-02    0.9730811237E+01
     0.5000000000E+01    0.2046069365E+02    0.2734257166E+02    0.2130252313E+02    0.8418294796E+00   -0.6040121601E+01   -0.5120801362E-02    0.2130684098E+02
     0.6000000000E+01    0.2046069365E+02    0.2734257263E+02    0.2130252383E+02    0.8418301818E+00   -0.6040121873E+01   -0.5120799304E-02    0.2130684098E+02
     0.7000000000E+01    0.2085923074E+02    0.2738454122E+02    0.2127503018E+02    0.4157994343E+00   -0.6109525266E+01   -0.4852443333E-02    0.2127603414E+02
     0.8000000000E+01    0.2709079576E+02    0.3589057796E+02    0.2766132214E+02    0.5705263767E+00   -0.8226473054E+01   -0.8870778730E-01    0.2768083704E+02
