#            band          E0[eV]         EHF[eV]         Eqp[eV]      Eqp-E0[eV]      Sc_Eqp[eV]       Width[eV]      LinEqp[eV]
     0.1000000000E+01   -0.8309285675E+01   -0.1904641600E+02   -0.1009645535E+02   -0.1787169671E+01    0.9051168962E+01    0.1535651898E+01   -0.7413420393E+01
     0.2000000000E+01    0.1279675821E+02    0.1019071080E+02    0.1151540928E+02   -0.1281348932E+01    0.1324756237E+01    0.2559372696E-02    0.1150874338E+02
     0.3000000000E+01    0.1279675821E+02    0.1019071239E+02    0.1151540809E+02   -0.1281350121E+01    0.1324753461E+01    0.2559373136E-02    0.1150874176E+02
     0.4000000000E+01    0.1279675821E+02    0.1019071479E+02    0.1151540997E+02   -0.1281348237E+01    0.1324752951E+01    0.2559372937E-02    0.1150874419E+02
     0.5000000000E+01    0.1830789277E+02    0.2449382375E+02    0.1904468162E+02    0.7367888414E+00   -0.5449160519E+01   -0.3413242570E-02    0.1904723365E+02
     0.6000000000E+01    0.1830789278E+02    0.2449382579E+02    0.1904468157E+02    0.7367887949E+00   -0.5449162602E+01   -0.3413242705E-02    0.1904723365E+02
     0.7000000000E+01    0.1830789278E+02    0.2449382539E+02    0.1904468059E+02    0.7367878151E+00   -0.5449163183E+01   -0.3413242757E-02    0.1904723365E+02
     0.8000000000E+01    0.2590261517E+02    0.3417945258E+02    0.2603848810E+02    0.1358729288E+00   -0.8141070363E+01   -0.1250779372E-01    0.2603952044E+02
