 iks ibn en[eV] imselfen[meV]
   1 480   -0.2425822375E+01    0.6641652477E+02
   1 481   -0.2164204526E+01    0.1132797188E+03
   1 482   -0.1924212064E+01    0.1356126108E+03
   1 483   -0.1924212046E+01    0.1356125133E+03
   1 484   -0.1912192642E+01    0.1261117653E+03
   1 485   -0.1909395347E+01    0.1288286114E+03
   1 486   -0.1907577299E+01    0.1181207535E+03
   1 487   -0.1907577284E+01    0.1181213723E+03
   1 488   -0.1881507941E+01    0.1068225398E+03
   1 489   -0.1881507925E+01    0.1068214172E+03
   1 490   -0.1870761132E+01    0.9582792228E+02
   1 491   -0.1859530692E+01    0.1012156895E+03
   1 492   -0.1859530687E+01    0.1012152158E+03
   1 493   -0.1794298586E+01    0.9771166237E+02
   1 494   -0.1794298576E+01    0.9770969169E+02
   1 495   -0.1637893982E+01    0.5709448279E+02
   1 496   -0.1637893970E+01    0.5709115423E+02
   1 497   -0.7242762071E+00    0.4096974238E+02
   1 498   -0.4940791487E+00    0.2568727131E+02
   1 499   -0.4940791252E+00    0.2568738787E+02
   1 500    0.4940791252E+00    0.1830703037E+03
   1 501    0.3713268184E+01    0.2703718170E+02
   1 502    0.3726798192E+01    0.2867408476E+02
   1 503    0.3726798197E+01    0.2867400426E+02
   1 504    0.3736986021E+01    0.3024632555E+02
   1 505    0.3736986025E+01    0.3024635175E+02
   1 506    0.3765492156E+01    0.3637635785E+02
   1 507    0.4283927113E+01    0.5078319772E+02
   1 508    0.4288310106E+01    0.5090085890E+02
   1 509    0.4288310109E+01    0.5090101390E+02
   1 510    0.4339217330E+01    0.6439357237E+02
   1 511    0.4340636332E+01    0.6605557954E+02
   1 512    0.4340636340E+01    0.6605575651E+02
   1 513    0.4854401442E+01    0.5027857068E+02
   1 514    0.4877609375E+01    0.5238896317E+02
   1 515    0.4877609381E+01    0.5238894368E+02
   1 516    0.4914553261E+01    0.6421664102E+02
   1 517    0.4916873654E+01    0.6517224493E+02
   1 518    0.4916873675E+01    0.6517217318E+02
   1 519    0.4937639585E+01    0.7436048207E+02
   1 520    0.4937639603E+01    0.7436023009E+02
