 in_star,      iq
       1,      53
       2,     165
       3,     200
       4,     102
       5,     100
       6,     153
       7,     197
       8,      70
       9,     120
      10,     177
      11,      98
      12,     125
      13,      83
      14,     135
      15,     140
      16,     162
      17,      63
      18,     190
      19,     160
      20,     107
      21,     207
      22,     158
      23,      60
      24,      95
