 in_star,      iq
       1,      10
       2,     166
       3,      20
       4,     108
       5,     136
       6,     110
       7,     198
       8,      40
       9,     115
      10,     213
      11,      55
      12,     131
       1,      34
       2,      94
       3,      24
       4,     152
       5,     124
       6,     114
       7,      62
       8,     184
       9,     139
      10,      47
      11,     199
      12,     129
