#            band          E0[eV]          Sx[eV]        Vxcl[eV]       Vxcnl[eV]         EHF[eV]
     0.1000000000E+01   -0.3583021580E+01   -0.2462816748E+02   -0.1528140149E+02    0.0000000000E+00   -0.1292978757E+02
     0.2000000000E+01    0.4755285876E+01   -0.2212842579E+02   -0.1597704278E+02    0.0000000000E+00   -0.1396097132E+01
     0.3000000000E+01    0.5828180927E+01   -0.2051663220E+02   -0.1537318065E+02    0.0000000000E+00    0.6847293709E+00
     0.4000000000E+01    0.1044722682E+02   -0.2011418911E+02   -0.1651240631E+02    0.0000000000E+00    0.6845444026E+01
     0.5000000000E+01    0.2146631093E+02   -0.8125985121E+01   -0.1469859921E+02    0.0000000000E+00    0.2803892502E+02
     0.6000000000E+01    0.2353582021E+02   -0.8101127688E+01   -0.1606013985E+02    0.0000000000E+00    0.3149483238E+02
     0.7000000000E+01    0.2591881578E+02   -0.8106172389E+01   -0.1603177831E+02    0.0000000000E+00    0.3384442170E+02
     0.8000000000E+01    0.2750184378E+02   -0.7021897113E+01   -0.1573068863E+02    0.0000000000E+00    0.3621063530E+02
