#            band          E0[eV]         EHF[eV]         Eqp[eV]      Eqp-E0[eV]      Sc_Eqp[eV]       Width[eV]      LinEqp[eV]
     0.1000000000E+01   -0.8070526589E+01   -0.1895008731E+02   -0.1032804345E+02   -0.2257516860E+01    0.8608541671E+01    0.2077588443E+01   -0.9632439872E+01
     0.2000000000E+01    0.1347611725E+02    0.1098216789E+02    0.1229962466E+02   -0.1176492597E+01    0.1317491058E+01    0.2513161114E-02    0.1229485550E+02
     0.3000000000E+01    0.1347611725E+02    0.1098216789E+02    0.1229962443E+02   -0.1176492821E+01    0.1317490834E+01    0.2513161001E-02    0.1229485550E+02
     0.4000000000E+01    0.1347611725E+02    0.1098216789E+02    0.1229962462E+02   -0.1176492637E+01    0.1317491017E+01    0.2513161025E-02    0.1229485550E+02
     0.5000000000E+01    0.1909542218E+02    0.2534190820E+02    0.1988440414E+02    0.7889819574E+00   -0.5457522626E+01   -0.3398447873E-02    0.1988678737E+02
     0.6000000000E+01    0.1909542218E+02    0.2534190820E+02    0.1988440356E+02    0.7889813740E+00   -0.5457523209E+01   -0.3398448607E-02    0.1988678737E+02
     0.7000000000E+01    0.1909542218E+02    0.2534190820E+02    0.1988440398E+02    0.7889818005E+00   -0.5457522783E+01   -0.3398448659E-02    0.1988678737E+02
     0.8000000000E+01    0.2698036169E+02    0.3538487352E+02    0.2727931466E+02    0.2989529698E+00   -0.8106100728E+01   -0.2062590048E-01    0.2728780896E+02
