#            band          E0[eV]         EHF[eV]         Eqp[eV]      Eqp-E0[eV]      Sc_Eqp[eV]       Width[eV]      LinEqp[eV]
     0.1000000000E+01   -0.2254634320E+01   -0.1142300093E+02   -0.4134862228E+01   -0.1880227908E+01    0.7205760990E+01    0.7967421662E+00   -0.6997168784E+01
     0.2000000000E+01    0.3787127501E-01   -0.7471946103E+01   -0.1585631986E+01   -0.1623503261E+01    0.5813678033E+01    0.1518591526E+00   -0.1390326669E+01
     0.3000000000E+01    0.1066052128E+02    0.7075000930E+01    0.9285725877E+01   -0.1374795404E+01    0.2210856263E+01    0.4787599721E-02    0.9277927644E+01
     0.4000000000E+01    0.1066052128E+02    0.7075000930E+01    0.9285726136E+01   -0.1374795145E+01    0.2210856522E+01    0.4787601450E-02    0.9277928455E+01
     0.5000000000E+01    0.2198425199E+02    0.2904396823E+02    0.2288013844E+02    0.8958864426E+00   -0.6163882220E+01   -0.4976593968E-02    0.2288276806E+02
     0.6000000000E+01    0.2198425199E+02    0.2904396823E+02    0.2288013886E+02    0.8958868620E+00   -0.6163881800E+01   -0.4976596379E-02    0.2288276969E+02
     0.7000000000E+01    0.2245383159E+02    0.2919192949E+02    0.2280591940E+02    0.3520878072E+00   -0.6386005280E+01   -0.5182005137E-02    0.2280563905E+02
     0.8000000000E+01    0.2924362173E+02    0.3803064707E+02    0.3000090803E+02    0.7572863045E+00   -0.8029923031E+01   -0.3998834617E-01    0.2977331151E+02
